epoch,lr-AdamW,lr-AdamW-momentum,lr-AdamW-weight_decay,regularization_loss_core,regularization_loss_readout,step,test_correlation/dataloader_idx_0,test_correlation/dataloader_idx_1,test_correlation/dataloader_idx_2,test_loss/dataloader_idx_0,test_loss/dataloader_idx_1,test_loss/dataloader_idx_2,train_correlation,train_loss,train_total_loss,val_correlation,val_loss,val_regularization_loss_core,val_regularization_loss_readout,val_total_loss
53,,,,,,7235,,,,,,,,,,0.24913530051708221,359.516845703125,59.302284240722656,30.03463363647461,448.8537292480469
53,,,,59.645973205566406,30.010295867919922,7235,,,,,,,0.21235784888267517,133828.75,133918.453125,,,,,
,0.003,0.9,0.01,,,7236,,,,,,,,,,,,,,
54,,,,,,7369,,,,,,,,,,0.24995668232440948,358.9358215332031,58.652870178222656,30.0653133392334,447.6539611816406
54,,,,58.98875045776367,30.041635513305664,7369,,,,,,,0.21081121265888214,133950.328125,134039.328125,,,,,
,0.003,0.9,0.01,,,7370,,,,,,,,,,,,,,
55,,,,,,7503,,,,,,,,,,0.24906644225120544,359.4468688964844,58.758872985839844,30.09832000732422,448.3041076660156
55,,,,58.72623825073242,30.07309341430664,7503,,,,,,,0.21166646480560303,133707.359375,133796.203125,,,,,
,0.0009,0.9,0.01,,,7504,,,,,,,,,,,,,,
56,,,,,,7637,,,,,,,,,,0.24922361969947815,359.4326171875,58.2635612487793,30.106529235839844,447.802734375
56,,,,58.472679138183594,30.1002140045166,7637,,,,,,,0.21202312409877777,133743.21875,133831.828125,,,,,
57,,,,,,7638,0.20991726219654083,0.25063586235046387,0.49434754252433777,639.92236328125,360.0918884277344,34.9215087890625,,,,,,,,
